[Header]
Data File Name	C:\GCMSsolution\Data\KOM\Huile essentielle\Essential oill.qgm1.QGD
Output Date	01/07/2008
Output Time	03:14:09

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	300
# of Points	9167
Start Time(min)	3.000
End Time(min)	48.830
Ret.Time	Absolute Intensity	Relative Intensity
21.620	48329	1.52
21.625	48000	1.51
21.630	47178	1.48
21.635	48486	1.52
21.640	49438	1.55
21.645	49726	1.56
21.650	48646	1.53
21.655	50478	1.59
21.660	49303	1.55
21.665	48699	1.53
21.670	48744	1.53
21.675	48473	1.52
21.680	49329	1.55
21.685	49373	1.55
21.690	49222	1.55
21.695	48729	1.53
21.700	48243	1.52
21.705	47962	1.51
21.710	51374	1.61
21.715	51397	1.62
21.720	47908	1.51
21.725	50762	1.60
21.730	47120	1.48
21.735	50375	1.58
21.740	50149	1.58
21.745	50363	1.58
21.750	50781	1.60
21.755	49029	1.54
21.760	47205	1.48
21.765	48319	1.52
21.770	50575	1.59
21.775	50688	1.59
21.780	46132	1.45
21.785	50449	1.59
21.790	50000	1.57
21.795	48977	1.54
21.800	47110	1.48
21.805	48975	1.54
21.810	50829	1.60
21.815	49383	1.55
21.820	48219	1.52
21.825	50911	1.60
21.830	48726	1.53
21.835	50383	1.58
21.840	49435	1.55
21.845	47769	1.50
21.850	50653	1.59
21.855	49655	1.56
21.860	47826	1.50
21.865	49390	1.55
21.870	49461	1.55
21.875	48943	1.54
21.880	49562	1.56
21.885	46173	1.45
21.890	48515	1.52
21.895	50703	1.59
21.900	48624	1.53
21.905	48655	1.53
21.910	47133	1.48
21.915	48191	1.51
21.920	48860	1.54
21.925	48813	1.53
21.930	48735	1.53
21.935	46591	1.46
21.940	51088	1.61
21.945	48235	1.52
21.950	48222	1.52
21.955	47458	1.49
21.960	47827	1.50
21.965	46997	1.48
21.970	49159	1.54
21.975	48404	1.52
21.980	47154	1.48
21.985	48555	1.53
21.990	51919	1.63
21.995	49656	1.56
22.000	45965	1.44
22.005	46503	1.46
22.010	47115	1.48
22.015	48672	1.53
22.020	50393	1.58
22.025	50405	1.58
22.030	47884	1.50
22.035	48244	1.52
22.040	48733	1.53
22.045	50514	1.59
22.050	46301	1.46
22.055	49099	1.54
22.060	45793	1.44
22.065	47893	1.51
22.070	49434	1.55
22.075	48415	1.52
22.080	49709	1.56
22.085	47953	1.51
22.090	48967	1.54
22.095	51559	1.62
22.100	47113	1.48
22.105	51217	1.61
22.110	51015	1.60
22.115	48156	1.51
22.120	49329	1.55
22.125	49638	1.56
22.130	47349	1.49
22.135	53054	1.67
22.140	45375	1.43
22.145	48415	1.52
22.150	49117	1.54
22.155	45253	1.42
22.160	48713	1.53
22.165	45403	1.43
22.170	49629	1.56
22.175	47433	1.49
22.180	47689	1.50
22.185	49491	1.56
22.190	47242	1.48
22.195	49316	1.55
22.200	52045	1.64
22.205	47968	1.51
22.210	48696	1.53
22.215	44117	1.39
22.220	50352	1.58
22.225	47281	1.49
22.230	48270	1.52
22.235	48849	1.54
22.240	49260	1.55
22.245	47641	1.50
22.250	48402	1.52
22.255	48016	1.51
22.260	47035	1.48
22.265	49710	1.56
22.270	47614	1.50
22.275	47246	1.48
22.280	51408	1.62
22.285	48943	1.54
22.290	50452	1.59
22.295	46936	1.48
22.300	46858	1.47
22.305	48739	1.53
22.310	47506	1.49
22.315	48559	1.53
22.320	47251	1.48
22.325	45915	1.44
22.330	48079	1.51
22.335	48377	1.52
22.340	48824	1.53
22.345	47996	1.51
22.350	48581	1.53
22.355	50255	1.58
22.360	46908	1.47
22.365	48916	1.54
22.370	47354	1.49
22.375	48002	1.51
22.380	48735	1.53
22.385	45562	1.43
22.390	47480	1.49
22.395	46246	1.45
22.400	46350	1.46
22.405	50753	1.59
22.410	48502	1.52
22.415	45703	1.44
22.420	48306	1.52
22.425	43985	1.38
22.430	46815	1.47
22.435	47735	1.50
22.440	46558	1.46
22.445	47063	1.48
22.450	46209	1.45
22.455	46640	1.47
22.460	50116	1.57
22.465	47386	1.49
22.470	48699	1.53
22.475	47670	1.50
22.480	50570	1.59
22.485	47057	1.48
22.490	44099	1.39
22.495	48467	1.52
22.500	48549	1.53
22.505	45259	1.42
22.510	49934	1.57
22.515	44585	1.40
22.520	44436	1.40
22.525	47548	1.49
22.530	47683	1.50
22.535	47411	1.49
22.540	47810	1.50
22.545	47327	1.49
22.550	48076	1.51
22.555	47451	1.49
22.560	49548	1.56
22.565	45328	1.42
22.570	46855	1.47
22.575	48727	1.53
22.580	45176	1.42
22.585	46746	1.47
22.590	46336	1.46
22.595	47157	1.48
22.600	47083	1.48
22.605	45589	1.43
22.610	49246	1.55
22.615	47302	1.49
22.620	45336	1.42
22.625	45928	1.44
22.630	44509	1.40
22.635	47402	1.49
22.640	46429	1.46
22.645	44428	1.40
22.650	49003	1.54
22.655	51695	1.62
22.660	45447	1.43
22.665	45171	1.42
22.670	45719	1.44
22.675	50810	1.60
22.680	48131	1.51
22.685	46137	1.45
22.690	46577	1.46
22.695	46602	1.46
22.700	47971	1.51
22.705	46717	1.47
22.710	46494	1.46
22.715	44673	1.40
22.720	48014	1.51
22.725	48022	1.51
22.730	46922	1.47
22.735	47302	1.49
22.740	45432	1.43
22.745	46672	1.47
22.750	46527	1.46
22.755	48057	1.51
22.760	45511	1.43
22.765	46451	1.46
22.770	48094	1.51
22.775	47516	1.49
22.780	46530	1.46
22.785	46941	1.48
22.790	48856	1.54
22.795	47958	1.51
22.800	45959	1.44
22.805	47727	1.50
22.810	44402	1.40
22.815	47841	1.50
22.820	47258	1.49
22.825	46320	1.46
22.830	46078	1.45
22.835	45297	1.42
22.840	46869	1.47
22.845	45748	1.44
22.850	44691	1.40
22.855	44249	1.39
22.860	47980	1.51
22.865	47195	1.48
22.870	48098	1.51
22.875	46900	1.47
22.880	48388	1.52
22.885	47738	1.50
22.890	45131	1.42
22.895	46238	1.45
22.900	47729	1.50
22.905	45947	1.44
22.910	49256	1.55
22.915	46392	1.46
22.920	46649	1.47
22.925	44976	1.41
22.930	45857	1.44
22.935	45872	1.44
22.940	45602	1.43
22.945	49059	1.54
22.950	46382	1.46
22.955	46177	1.45
22.960	46350	1.46
22.965	44350	1.39
22.970	48591	1.53
22.975	45552	1.43
22.980	46851	1.47
22.985	48098	1.51
22.990	44247	1.39
22.995	46884	1.47
23.000	47517	1.49
23.005	48498	1.52
23.010	49563	1.56
23.015	46702	1.47
23.020	45654	1.43
23.025	47682	1.50
23.030	43632	1.37
23.035	48513	1.52
23.040	44983	1.41
23.045	46482	1.46
23.050	48930	1.54
23.055	45075	1.42
23.060	49295	1.55
23.065	46771	1.47
23.070	45856	1.44
23.075	47075	1.48
23.080	44436	1.40
23.085	45530	1.43
23.090	45971	1.44
23.095	46109	1.45
23.100	45535	1.43
23.105	48477	1.52
23.110	45314	1.42
23.115	47493	1.49
23.120	45273	1.42
23.125	45048	1.42
23.130	46616	1.46
23.135	47020	1.48
23.140	47098	1.48
23.145	46329	1.46
23.150	46330	1.46
23.155	47011	1.48
23.160	44184	1.39
23.165	47520	1.49
23.170	46601	1.46
23.175	44319	1.39
23.180	46482	1.46
23.185	43804	1.38
23.190	46781	1.47
23.195	46216	1.45
23.200	45681	1.44
23.205	47342	1.49
23.210	45586	1.43
23.215	49753	1.56
23.220	47982	1.51
23.225	43465	1.37
23.230	46355	1.46
23.235	44668	1.40
23.240	46205	1.45
23.245	44729	1.41
23.250	43770	1.38
23.255	49079	1.54
23.260	45481	1.43
23.265	46064	1.45
23.270	44545	1.40
23.275	43764	1.38
23.280	46749	1.47
23.285	48187	1.51
23.290	45759	1.44
23.295	45324	1.42
23.300	44245	1.39
23.305	46350	1.46
23.310	43881	1.38
23.315	43374	1.36
23.320	49263	1.55
23.325	46073	1.45
23.330	42649	1.34
23.335	45998	1.45
23.340	43788	1.38
23.345	44427	1.40
23.350	43157	1.36
23.355	45700	1.44
23.360	44134	1.39
23.365	45063	1.42
23.370	45226	1.42
23.375	44535	1.40
23.380	45511	1.43
23.385	45010	1.41
23.390	45204	1.42
23.395	47052	1.48
23.400	46261	1.45
23.405	44528	1.40
23.410	44735	1.41
23.415	47141	1.48
23.420	45365	1.43
23.425	46529	1.46
23.430	43604	1.37
23.435	46563	1.46
23.440	46435	1.46
23.445	45313	1.42
23.450	47034	1.48
23.455	45443	1.43
23.460	45183	1.42
23.465	45223	1.42
23.470	43503	1.37
23.475	43663	1.37
23.480	44773	1.41
23.485	45271	1.42
23.490	46016	1.45
23.495	44490	1.40
23.500	44549	1.40
23.505	46760	1.47
23.510	44794	1.41
23.515	45082	1.42
23.520	43448	1.37
23.525	44950	1.41
23.530	43697	1.37
23.535	41860	1.32
23.540	44059	1.38
23.545	46814	1.47
23.550	46970	1.48
23.555	46425	1.46
23.560	42830	1.35
23.565	45346	1.43
23.570	44831	1.41
23.575	46934	1.47
23.580	46162	1.45
23.585	42469	1.33
23.590	46145	1.45
23.595	43641	1.37
23.600	45707	1.44
23.605	45348	1.43
23.610	43729	1.37
23.615	45316	1.42
23.620	41601	1.31
23.625	45228	1.42
23.630	44714	1.41
23.635	44545	1.40
23.640	47720	1.50
23.645	45577	1.43
23.650	41988	1.32
23.655	43747	1.37
23.660	44962	1.41
23.665	45621	1.43
23.670	45244	1.42
23.675	40781	1.28
23.680	43509	1.37
23.685	45778	1.44
23.690	45190	1.42
23.695	47190	1.48
23.700	44384	1.39
23.705	44152	1.39
23.710	45078	1.42
23.715	43803	1.38
23.720	44530	1.40
23.725	44966	1.41
23.730	44464	1.40
23.735	43763	1.38
23.740	41970	1.32
23.745	47285	1.49
23.750	43590	1.37
23.755	45620	1.43
23.760	46644	1.47
23.765	42386	1.33
23.770	48905	1.54
23.775	45358	1.43
23.780	44263	1.39
23.785	43605	1.37
23.790	45941	1.44
23.795	46022	1.45
23.800	42446	1.33
23.805	43544	1.37
23.810	44372	1.39
23.815	47032	1.48
23.820	44375	1.39
23.825	48138	1.51
23.830	43975	1.38
23.835	44379	1.39
23.840	43912	1.38
23.845	44765	1.41
23.850	45377	1.43
23.855	44556	1.40
23.860	45893	1.44
23.865	45541	1.43
23.870	43408	1.36
23.875	45579	1.43
23.880	42916	1.35
23.885	45346	1.43
23.890	46090	1.45
23.895	44296	1.39
23.900	45555	1.43
23.905	41952	1.32
23.910	44613	1.40
23.915	49218	1.55
23.920	42227	1.33
23.925	43616	1.37
23.930	41791	1.31
23.935	45364	1.43
23.940	44097	1.39
23.945	42820	1.35
23.950	45306	1.42
23.955	43701	1.37
23.960	44031	1.38
23.965	46354	1.46
23.970	42753	1.34
23.975	44127	1.39
23.980	45663	1.44
23.985	44445	1.40
23.990	46974	1.48
23.995	45822	1.44
24.000	43996	1.38
24.005	45811	1.44
24.010	42026	1.32
24.015	44617	1.40
24.020	42960	1.35
24.025	42278	1.33
24.030	45576	1.43
24.035	44645	1.40
24.040	46887	1.47
24.045	45966	1.44
24.050	43934	1.38
24.055	45676	1.44
24.060	45407	1.43
24.065	43623	1.37
24.070	43125	1.36
24.075	40616	1.28
24.080	45070	1.42
24.085	44022	1.38
24.090	45405	1.43
24.095	46367	1.46
24.100	45850	1.44
24.105	44351	1.39
24.110	46122	1.45
24.115	44924	1.41
24.120	44959	1.41
24.125	42993	1.35
24.130	46436	1.46
24.135	44187	1.39
24.140	44130	1.39
24.145	45450	1.43
24.150	42770	1.34
24.155	44971	1.41
24.160	42569	1.34
24.165	43913	1.38
24.170	47240	1.48
24.175	43445	1.37
24.180	44193	1.39
24.185	46051	1.45
24.190	44022	1.38
24.195	46411	1.46
24.200	44098	1.39
24.205	43379	1.36
24.210	44818	1.41
24.215	42182	1.33
24.220	47954	1.51
24.225	44072	1.39
24.230	44717	1.41
24.235	45884	1.44
24.240	43496	1.37
24.245	44603	1.40
24.250	42764	1.34
24.255	42527	1.34
24.260	45315	1.42
24.265	44798	1.41
24.270	45859	1.44
24.275	42905	1.35
24.280	41898	1.32
24.285	44993	1.41
24.290	43433	1.36
24.295	45433	1.43
24.300	43591	1.37
24.305	44652	1.40
24.310	44132	1.39
24.315	43196	1.36
24.320	41212	1.30
24.325	44167	1.39
24.330	45042	1.42
24.335	42612	1.34
24.340	43583	1.37
24.345	41361	1.30
24.350	43145	1.36
24.355	44434	1.40
24.360	41049	1.29
24.365	43773	1.38
24.370	42542	1.34
24.375	43572	1.37
24.380	43848	1.38
24.385	40754	1.28
24.390	43885	1.38
24.395	43529	1.37
24.400	41992	1.32
24.405	44172	1.39
24.410	43256	1.36
24.415	44197	1.39
24.420	45169	1.42
24.425	42605	1.34
24.430	44156	1.39
24.435	45315	1.42
24.440	41832	1.31
24.445	44494	1.40
24.450	43909	1.38
24.455	49170	1.55
24.460	43014	1.35
24.465	44279	1.39
24.470	44741	1.41
24.475	43229	1.36
24.480	42597	1.34
24.485	43535	1.37
24.490	41896	1.32
24.495	43898	1.38
24.500	40628	1.28
24.505	42065	1.32
24.510	45235	1.42
24.515	43008	1.35
24.520	44183	1.39
24.525	43912	1.38
24.530	41785	1.31
24.535	44207	1.39
24.540	41117	1.29
24.545	44796	1.41
24.550	48345	1.52
24.555	43589	1.37
24.560	46962	1.48
24.565	41977	1.32
24.570	44908	1.41
24.575	44945	1.41
24.580	42061	1.32
24.585	42372	1.33
24.590	42603	1.34
24.595	43398	1.36
24.600	43980	1.38
24.605	44749	1.41
24.610	42956	1.35
24.615	44959	1.41
24.620	42041	1.32
24.625	44589	1.40
24.630	43497	1.37
24.635	42999	1.35
24.640	43501	1.37
24.645	42961	1.35
24.650	46736	1.47
24.655	42492	1.34
24.660	42142	1.32
24.665	43120	1.36
24.670	42462	1.33
24.675	45028	1.42
24.680	43029	1.35
24.685	40873	1.28
24.690	44560	1.40
24.695	41734	1.31
24.700	42607	1.34
24.705	43923	1.38
24.710	43788	1.38
24.715	43785	1.38
24.720	42765	1.34
24.725	43684	1.37
24.730	43686	1.37
24.735	44972	1.41
24.740	43233	1.36
24.745	44791	1.41
24.750	41063	1.29
24.755	43990	1.38
24.760	43677	1.37
24.765	44238	1.39
24.770	44978	1.41
24.775	41319	1.30
24.780	43132	1.36
24.785	43997	1.38
24.790	42628	1.34
24.795	41268	1.30
24.800	43264	1.36
24.805	44947	1.41
24.810	43725	1.37
24.815	44242	1.39
24.820	42849	1.35
24.825	42711	1.34
24.830	44896	1.41
24.835	43870	1.38
24.840	41314	1.30
24.845	44186	1.39
24.850	40159	1.26
24.855	42890	1.35
24.860	43056	1.35
24.865	43444	1.37
24.870	43630	1.37
24.875	41604	1.31
24.880	42051	1.32
24.885	45466	1.43
24.890	40592	1.28
24.895	45248	1.42
24.900	46238	1.45
24.905	39749	1.25
24.910	42951	1.35
24.915	41073	1.29
24.920	42079	1.32
24.925	43928	1.38
24.930	44083	1.39
24.935	42617	1.34
24.940	41753	1.31
24.945	41143	1.29
24.950	43121	1.36
24.955	41721	1.31
24.960	44247	1.39
24.965	43246	1.36
24.970	41743	1.31
24.975	40723	1.28
24.980	40111	1.26
24.985	41246	1.30
24.990	41715	1.31
24.995	41132	1.29
25.000	42843	1.35
25.005	40293	1.27
25.010	42065	1.32
25.015	46029	1.45
25.020	42324	1.33
25.025	44989	1.41
25.030	40066	1.26
25.035	40008	1.26
25.040	42740	1.34
25.045	43286	1.36
25.050	40219	1.26
25.055	40426	1.27
25.060	40889	1.28
25.065	44521	1.40
25.070	42303	1.33
25.075	42663	1.34
25.080	40860	1.28
25.085	40891	1.29
25.090	40572	1.28
25.095	42866	1.35
25.100	41800	1.31
25.105	42613	1.34
25.110	40710	1.28
25.115	42895	1.35
25.120	43857	1.38
25.125	43687	1.37
25.130	44240	1.39
25.135	39280	1.23
25.140	40354	1.27
25.145	43138	1.36
25.150	42060	1.32
25.155	40869	1.28
25.160	41474	1.30
25.165	41271	1.30
25.170	42827	1.35
25.175	40317	1.27
25.180	42891	1.35
25.185	42393	1.33
25.190	42308	1.33
25.195	42415	1.33
25.200	40151	1.26
25.205	46708	1.47
25.210	42704	1.34
25.215	40469	1.27
25.220	45468	1.43
25.225	40804	1.28
25.230	41359	1.30
25.235	41250	1.30
25.240	43117	1.36
25.245	40820	1.28
25.250	43958	1.38
25.255	43926	1.38
25.260	43039	1.35
25.265	41513	1.30
25.270	42548	1.34
25.275	43712	1.37
25.280	41764	1.31
25.285	42737	1.34
25.290	42425	1.33
25.295	42565	1.34
25.300	45098	1.42
25.305	43913	1.38
25.310	41179	1.29
25.315	44176	1.39
25.320	41584	1.31
25.325	41690	1.31
25.330	40071	1.26
25.335	42894	1.35
25.340	41285	1.30
25.345	38673	1.22
25.350	41451	1.30
25.355	42757	1.34
25.360	41804	1.31
25.365	41675	1.31
25.370	43906	1.38
25.375	44519	1.40
25.380	42911	1.35
25.385	40085	1.26
25.390	42150	1.32
25.395	42425	1.33
25.400	42195	1.33
25.405	44202	1.39
25.410	40022	1.26
25.415	43001	1.35
25.420	41472	1.30
25.425	43208	1.36
25.430	44341	1.39
25.435	40392	1.27
25.440	43818	1.38
25.445	39633	1.25
25.450	40626	1.28
25.455	42492	1.34
25.460	37898	1.19
25.465	43068	1.35
25.470	42845	1.35
25.475	43984	1.38
25.480	44724	1.41
25.485	39502	1.24
25.490	41464	1.30
25.495	41643	1.31
25.500	41372	1.30
25.505	44676	1.40
25.510	38484	1.21
25.515	40425	1.27
25.520	41363	1.30
25.525	40545	1.27
25.530	43427	1.36
25.535	38910	1.22
25.540	41058	1.29
25.545	42090	1.32
25.550	39091	1.23
25.555	41504	1.30
25.560	41348	1.30
25.565	40984	1.29
25.570	41652	1.31
25.575	41262	1.30
25.580	42352	1.33
25.585	42243	1.33
25.590	39993	1.26
25.595	41540	1.31
25.600	43469	1.37
25.605	43677	1.37
25.610	43209	1.36
25.615	38813	1.22
25.620	40844	1.28
25.625	39680	1.25
25.630	41376	1.30
25.635	42590	1.34
25.640	37724	1.19
25.645	42370	1.33
25.650	40515	1.27
25.655	41061	1.29
25.660	41014	1.29
25.665	40344	1.27
25.670	40843	1.28
25.675	42296	1.33
25.680	41506	1.30
25.685	40086	1.26
25.690	41683	1.31
25.695	39273	1.23
25.700	43169	1.36
25.705	39637	1.25
25.710	43387	1.36
25.715	40731	1.28
25.720	43326	1.36
25.725	42573	1.34
25.730	40388	1.27
25.735	39362	1.24
25.740	39031	1.23
25.745	40891	1.29
25.750	43189	1.36
25.755	36836	1.16
25.760	39883	1.25
25.765	42828	1.35
25.770	38746	1.22
25.775	42509	1.34
25.780	39218	1.23
25.785	42727	1.34
25.790	41608	1.31
25.795	37094	1.17
25.800	43079	1.35
25.805	40111	1.26
25.810	43013	1.35
25.815	40862	1.28
25.820	40448	1.27
25.825	42506	1.34
25.830	41931	1.32
25.835	39485	1.24
25.840	42898	1.35
25.845	38318	1.20
25.850	40040	1.26
25.855	41678	1.31
25.860	38514	1.21
25.865	42002	1.32
25.870	37590	1.18
25.875	41060	1.29
25.880	42267	1.33
25.885	39871	1.25
25.890	41600	1.31
25.895	41348	1.30
25.900	41073	1.29
25.905	41888	1.32
25.910	42153	1.32
25.915	41411	1.30
25.920	41674	1.31
25.925	40541	1.27
25.930	41926	1.32
25.935	41312	1.30
25.940	38874	1.22
25.945	43543	1.37
25.950	39823	1.25
25.955	44080	1.39
25.960	39465	1.24
25.965	41226	1.30
25.970	40244	1.26
25.975	39608	1.24
25.980	39217	1.23
25.985	40084	1.26
25.990	41829	1.31
25.995	43890	1.38
26.000	38624	1.21
26.005	41318	1.30
26.010	42363	1.33
26.015	39224	1.23
26.020	40988	1.29
26.025	40865	1.28
26.030	38829	1.22
26.035	40991	1.29
26.040	41578	1.31
26.045	41055	1.29
26.050	40755	1.28
26.055	40119	1.26
26.060	42570	1.34
26.065	39702	1.25
26.070	41476	1.30
26.075	42988	1.35
26.080	37720	1.19
26.085	40243	1.26
26.090	36549	1.15
26.095	38793	1.22
26.100	41977	1.32
26.105	40805	1.28
26.110	42765	1.34
26.115	41375	1.30
26.120	38262	1.20
26.125	39803	1.25
26.130	37930	1.19
26.135	40742	1.28
26.140	40130	1.26
26.145	41643	1.31
26.150	41917	1.32
26.155	41073	1.29
26.160	41102	1.29
26.165	41283	1.30
26.170	41056	1.29
26.175	41057	1.29
26.180	38031	1.20
26.185	41818	1.31
26.190	42981	1.35
26.195	38516	1.21
26.200	40389	1.27
26.205	40846	1.28
26.210	37486	1.18
26.215	38118	1.20
26.220	37692	1.18
26.225	41234	1.30
26.230	40642	1.28
26.235	37760	1.19
26.240	41145	1.29
26.245	40650	1.28
26.250	38469	1.21
26.255	39604	1.24
26.260	38791	1.22
26.265	41288	1.30
26.270	41466	1.30
26.275	40390	1.27
26.280	42541	1.34
26.285	42319	1.33
26.290	38736	1.22
26.295	41481	1.30
26.300	41419	1.30
26.305	39346	1.24
26.310	40492	1.27
26.315	39934	1.25
26.320	39286	1.23
26.325	37743	1.19
26.330	40953	1.29
26.335	41165	1.29
26.340	38458	1.21
26.345	39487	1.24
26.350	40459	1.27
26.355	37952	1.19
26.360	39738	1.25
26.365	38906	1.22
26.370	42058	1.32
26.375	39403	1.24
26.380	39983	1.26
26.385	40362	1.27
26.390	38180	1.20
26.395	42192	1.33
26.400	39762	1.25
26.405	39367	1.24
26.410	40865	1.28
26.415	40196	1.26
26.420	38094	1.20
26.425	40685	1.28
26.430	40481	1.27
26.435	40176	1.26
26.440	38468	1.21
26.445	42636	1.34
26.450	37859	1.19
26.455	40976	1.29
26.460	41088	1.29
26.465	36736	1.15
26.470	38930	1.22
26.475	41014	1.29
26.480	40768	1.28
26.485	40205	1.26
26.490	42068	1.32
26.495	38041	1.20
26.500	41676	1.31
26.505	39536	1.24
26.510	41772	1.31
26.515	40476	1.27
26.520	38182	1.20
26.525	38110	1.20
26.530	38640	1.21
26.535	37444	1.18
26.540	39228	1.23
26.545	38602	1.21
26.550	37774	1.19
26.555	38941	1.22
26.560	35437	1.11
26.565	39725	1.25
26.570	42367	1.33
26.575	39729	1.25
26.580	37648	1.18
26.585	38608	1.21
26.590	40049	1.26
26.595	38867	1.22
26.600	40488	1.27
26.605	39259	1.23
26.610	38913	1.22
26.615	36502	1.15
26.620	40209	1.26
26.625	39359	1.24
26.630	39560	1.24
26.635	40974	1.29
26.640	40409	1.27
26.645	41705	1.31
26.650	39578	1.24
26.655	40705	1.28
26.660	38082	1.20
26.665	37373	1.17
26.670	39559	1.24
26.675	38189	1.20
26.680	39415	1.24
26.685	37160	1.17
26.690	35507	1.12
26.695	39566	1.24
26.700	38473	1.21
26.705	37635	1.18
26.710	40214	1.26
26.715	36114	1.13
26.720	39364	1.24
26.725	41036	1.29
26.730	39121	1.23
26.735	40573	1.28
26.740	37041	1.16
26.745	38742	1.22
26.750	40077	1.26
26.755	37734	1.19
26.760	40193	1.26
26.765	37703	1.18
26.770	36456	1.15
26.775	38668	1.22
26.780	36462	1.15
26.785	40483	1.27
26.790	38984	1.23
26.795	39807	1.25
26.800	39112	1.23
26.805	35892	1.13
26.810	38157	1.20
26.815	38531	1.21
26.820	38254	1.20
26.825	38541	1.21
26.830	39212	1.23
26.835	40307	1.27
26.840	39023	1.23
26.845	38196	1.20
26.850	38059	1.20
26.855	37648	1.18
26.860	38528	1.21
26.865	38930	1.22
26.870	35746	1.12
26.875	40430	1.27
26.880	36213	1.14
26.885	38643	1.21
26.890	36869	1.16
26.895	39961	1.26
26.900	38535	1.21
26.905	40588	1.28
26.910	39438	1.24
26.915	39286	1.23
26.920	36969	1.16
26.925	36374	1.14
26.930	38698	1.22
26.935	36108	1.13
26.940	40380	1.27
26.945	37373	1.17
26.950	40846	1.28
26.955	40481	1.27
26.960	40233	1.26
26.965	39082	1.23
26.970	40008	1.26
26.975	38202	1.20
26.980	41181	1.29
26.985	39922	1.25
26.990	37624	1.18
26.995	39677	1.25
27.000	35425	1.11
27.005	38401	1.21
27.010	37930	1.19
27.015	40365	1.27
27.020	40014	1.26
27.025	38111	1.20
27.030	38632	1.21
27.035	38285	1.20
27.040	37479	1.18
27.045	39450	1.24
27.050	38500	1.21
27.055	36986	1.16
27.060	37063	1.16
27.065	37572	1.18
27.070	39500	1.24
27.075	40744	1.28
27.080	38542	1.21
27.085	39732	1.25
27.090	36508	1.15
27.095	39234	1.23
27.100	39651	1.25
27.105	37859	1.19
27.110	39105	1.23
27.115	39313	1.24
27.120	38759	1.22
27.125	37786	1.19
27.130	40069	1.26
27.135	36830	1.16
27.140	36948	1.16
27.145	35643	1.12
27.150	38262	1.20
27.155	38061	1.20
27.160	39242	1.23
27.165	35420	1.11
27.170	38692	1.22
27.175	39298	1.23
27.180	36915	1.16
27.185	39211	1.23
27.190	37681	1.18
27.195	37297	1.17
27.200	34646	1.09
27.205	41936	1.32
27.210	37673	1.18
27.215	37046	1.16
27.220	37335	1.17
27.225	38407	1.21
27.230	36871	1.16
27.235	38432	1.21
27.240	38946	1.22
27.245	37218	1.17
27.250	37279	1.17
27.255	39859	1.25
27.260	37524	1.18
27.265	39494	1.24
27.270	36307	1.14
27.275	38097	1.20
27.280	39754	1.25
27.285	36375	1.14
27.290	40335	1.27
27.295	37830	1.19
27.300	39713	1.25
27.305	40057	1.26
27.310	35781	1.12
27.315	37869	1.19
27.320	38326	1.20
27.325	35601	1.12
27.330	38496	1.21
27.335	34932	1.10
27.340	35815	1.13
27.345	38446	1.21
27.350	37159	1.17
27.355	39798	1.25
27.360	38652	1.21
27.365	39897	1.25
27.370	37546	1.18
27.375	37303	1.17
27.380	38040	1.20
27.385	38275	1.20
27.390	37571	1.18
27.395	38957	1.22
27.400	36674	1.15
27.405	38692	1.22
27.410	35883	1.13
27.415	38570	1.21
27.420	39713	1.25
27.425	36836	1.16
27.430	38574	1.21
27.435	36964	1.16
27.440	39314	1.24
27.445	36215	1.14
27.450	35216	1.11
27.455	37074	1.17
27.460	35945	1.13
27.465	36530	1.15
27.470	39045	1.23
27.475	36291	1.14
27.480	36781	1.16
27.485	39131	1.23
27.490	35214	1.11
27.495	37538	1.18
27.500	38455	1.21
27.505	37910	1.19
27.510	37941	1.19
27.515	38949	1.22
27.520	39501	1.24
27.525	37635	1.18
27.530	37565	1.18
27.535	40810	1.28
27.540	36029	1.13
27.545	38706	1.22
27.550	39648	1.25
27.555	36939	1.16
27.560	38254	1.20
27.565	35372	1.11
27.570	36554	1.15
27.575	38801	1.22
27.580	37496	1.18
27.585	37251	1.17
27.590	35629	1.12
27.595	36837	1.16
27.600	37506	1.18
27.605	36314	1.14
27.610	39118	1.23
27.615	35031	1.10
27.620	35449	1.11
27.625	37997	1.19
27.630	35123	1.10
27.635	37710	1.19
27.640	36604	1.15
27.645	37560	1.18
27.650	36769	1.16
27.655	35167	1.11
27.660	38058	1.20
27.665	40403	1.27
27.670	38014	1.19
27.675	40288	1.27
27.680	37349	1.17
27.685	34112	1.07
27.690	37032	1.16
27.695	36658	1.15
27.700	36780	1.16
27.705	37217	1.17
27.710	36105	1.13
27.715	40087	1.26
27.720	36607	1.15
27.725	39512	1.24
27.730	38488	1.21
27.735	37379	1.17
27.740	38028	1.20
27.745	36066	1.13
27.750	36820	1.16
27.755	39060	1.23
27.760	37674	1.18
27.765	38003	1.19
27.770	37832	1.19
27.775	34955	1.10
27.780	37171	1.17
27.785	37303	1.17
27.790	39741	1.25
27.795	33883	1.06
27.800	36406	1.14
27.805	40164	1.26
27.810	36610	1.15
27.815	36768	1.16
27.820	37511	1.18
27.825	34499	1.08
27.830	37908	1.19
27.835	37710	1.19
27.840	34959	1.10
27.845	36541	1.15
27.850	38049	1.20
27.855	37427	1.18
27.860	35341	1.11
27.865	35811	1.13
27.870	39123	1.23
27.875	35532	1.12
27.880	38915	1.22
27.885	35907	1.13
27.890	35720	1.12
27.895	37017	1.16
27.900	37779	1.19
